,image_id,ques_en,ans_en,label
2357,2319315,What color are the bear's pants?,Blue.,621
2358,2338866,Where is the man in the blue shirt sitting?,On the desk.,1584
2359,2353674,What color are the giraffes?,Brown and yellow.,650
2360,2353674,Where was this photo taken?,At an animal exhibit.,459
2361,2361751,What is in the hole?,Rebar.,1839
2362,2401075,Where is the bus?,In the street.,1176
2363,2357813,Where is the lamp?,On the shelf.,1634
2364,2361179,What is behind the microwave?,Cord.,763
2365,2414854,What is the length of the tie?,Super long.,2058
2366,2383743,What vehicle is pictured?,A truck.,336
2367,2379065,Where was the photo taken?,At a table in a restaurant.,452
2368,2348828,What color is the blanket?,Blue.,621
2369,2403936,Who is barefoot?,The baby.,2113
2370,2402220,How many signs are in the photo?,Two.,2446
2371,2366013,What is the weather like?,Cloudy.,747
2372,2359015,What is on the side of the airplane?,Name.,1400
2373,2317342,Where is he?,Ski slope.,1954
2374,2384006,How many people are there?,1,7
2375,2337956,What color is the man's shirt?,White.,2563
2376,2395604,What color is the sky?,Blue.,621
2377,2402704,Where are beige bricks?,On the wall.,1655
2378,2339054,Where is this location?,Living room.,1327
2379,2339054,How many people are there?,One.,1687
2380,2317521,What color is the counter?,Brown.,655
2381,2360453,What kind of apples?,Red and yellow.,1848
2382,2327375,When was this?,Daytime.,800
2383,2355107,What color are the tree leaves?,Green.,1009
2384,2389474,What has a blue cap?,Fire hydrant.,895
2385,2328574,What is the girl doing?,Playing a game.,1793
2386,2408308,What color is the chair pad?,Green.,1009
2387,2364594,What is white and paper?,A plate.,254
2388,2398788,What is in the glass?,Ice.,1066
2389,2388762,What animals are in the distance?,Gazelles.,965
2390,2360305,What is the structure overhead?,Metal and glass.,1373
2391,2401075,What do the white lines do?,Separate traffic.,1911
2392,2320900,What color are all the vases?,Pink.,1775
2393,2357813,What color is the fridge?,White.,2563
2394,2387389,What is the woman doing?,Using her mobile phone.,2475
2395,2389027,What body part is pictured on the building?,Hand.,1022
2396,2390120,What is the tower made of?,Stone.,2017
2397,2385265,What color is the grass?,Green.,1009
2398,2414854,What color is man's shirt?,Gray.,993
2399,2348828,How many cats are there?,1,7
2400,2365284,What is below the mirror?,A wooden table.,360
2401,2384006,What is the girl doing?,Playing.,1798
2402,2417150,Where is this scene?,On the water.,1656
2403,2317521,What is on the pizza?,Cheese.,711
2404,2336518,What is the man wearing?,Glasses.,973
2405,2328574,Who is playing a game?,The girl.,2176
2406,2404623,What does the food look like?,Face.,876
2407,2411981,Where are white lines?,On the ground.,1595
2408,2341227,Why is this atmosphere so dark?,It is nighttime.,1212
2409,2416677,Where are the cats?,On a chair.,1487
2410,2353674,What color is the vegetation?,Green.,1009
2411,2357813,What color is the walls?,Porcelain.,1806
2412,2389027,What is holding up the sign?,Post.,1807
2413,2336932,How many glasses are there?,4,34
2414,2336932,Where is the plate?,In the table.,1179
2415,2390767,How is the girl's hair length?,Long.,1331
2416,2348828,What color is the cat?,Orange.,1698
2417,2369489,What is the sofa called?,Futon.,960
2418,2412969,How many pillows are on the bed?,1,7
2419,2321949,What color is the truck?,White.,2563
2420,2376927,Where is the mustard?,On the hotdog.,1600
2421,2319876,What is on the bushes?,Flowers.,909
2422,2360453,What is this vegetable?,Broccoli.,645
2423,2327375,Who is present?,People.,1753
2424,2328574,What is on the table?,A drink.,149
2425,2408308,What color is the chair's seat?,Green.,1009
2426,2316160,What type of floor is shown?,Wood.,2593
2427,2364594,What is on the plate?,Hotdogs.,1061
2428,2392896,What is sitting on the ground?,Baby zebra.,485
2429,2359188,How many buses?,One.,1687
2430,2319315,How many marshmallows are visible?,15,20
2431,2324239,Why do people come to this place?,To worship.,2389
2432,2379065,Why is it bright?,Sunny.,2057
2433,2379065,What color is sandwich?,Brown.,655
2434,2401954,When was the photo taken?,Daytime.,800
2435,2365888,What is behind the man?,A stone wall.,298
2436,2317342,What is he doing?,Skiing.,1955
2437,2327489,What color is the hydrant?,Orange.,1698
2438,2358019,Where is this picture taken?,The bush.,2146
2439,2358019,How is the weather?,Overcast.,1716
2440,2412969,What color are the curtains?,Tan.,2085
2441,2321949,What color is the car?,It is White.,1198
2442,2399639,When was the photo taken?,Daytime.,800
2443,2380353,What are the playing?,Tennis.,2103
2444,2392102,"What length is the bus, short or long?",Long.,1331
2445,2415522,Who is in the photo?,The horse.,2185
2446,2415522,Where is the horse?,In the yard.,1185
2447,2368090,What is hanging on the cross?,Jesus.,1250
2448,2328574,Why is the girl holding a controller?,To play a game.,2356
2449,2398788,What is next to the sauce?,A glass.,167
2450,2388762,What are the animals eating?,Grass.,987
2451,2388762,What is the adult zebra doing?,Eating grass.,855
2452,2359188,Where is the leaf?,On the tree.,1653
2453,2364371,What are two of the ladies wearing that one is not?,Eyeglasses.,874
2454,2387389,What color is her trench coat?,Yellow.,2612
2455,2414854,Where was this photo taken?,At a bar.,440
2456,2414854,What color are the pants?,Gray.,993
2457,2376831,What is in the window?,Teddy bears.,2090
2458,2348828,What animal is shown?,A cat.,113
2459,2348490,Why is the plane in motion?,Flying.,914
2460,2365888,What is dog doing?,Walking.,2494
2461,2327489,Who is there?,No one.,1449
2462,2370738,What structure is on the front porch?,Columns.,754
2463,2343935,What is round?,A frisbee.,159
2464,2357496,How are the shoes placed?,Behind the suitcase.,551
2465,2370738,Where is the man walking?,On a path.,1501
2466,2349089,When was this photo taken?,During the day.,846
2467,2327489,What type of scene?,Outdoor.,1702
2468,2329748,Where was the picture taken?,The living room.,2194
2469,2319557,Who is skiing?,A child.,119
2470,2368860,What material is the fence made of?,Wire.,2576
2471,2340163,When was the picture taken?,Daytime.,800
2472,2411404,Who placed all the objects in the white bucket?,One of the firefighters.,1683
2473,2340163,What color is the grass?,Green.,1009
2474,2363132,What is the inside of the tunnel made of?,Wood.,2593
2475,2364115,How many players are visible?,One.,1687
2476,2363132,What is in the sky?,Clouds.,746
2477,2404303,What is the color of her top?,White.,2563
2478,2329748,Why is the woman sitting?,To relax.,2359
2479,2359586,Where are the red horns?,The horse's head.,2184
2480,2359586,What is the obstacle?,A pole.,256
2481,2397995,How is the truck?,Rusted.,1889
2482,2411404,What is the man holding onto?,Hydrant.,1064
2483,2397995,When was picture taken?,Spring.,1994
2484,2364115,What is the baseball player holding?,A glove.,168
2485,2397995,Where is the truck parked?,Field.,893
2486,2404303,What is the clock tower made of?,Metal.,1375
2487,2360552,How many kittens are in the picture?,One.,1687
2488,2359586,What is the horse doing?,Jumping.,1255
2489,2370908,What is large with holes in it?,A large black wheel.,197
2490,2370911,What is on the side of train?,Red stripes.,1850
2491,2384767,What color is the bathtub?,White.,2563
2492,2378012,When was the picture taken?,Daytime.,800
2493,2384767,What color is the door?,Brown.,655
2494,2378012,Where is the light?,Above the street.,374
2495,2319759,What color is the wall behind the woman?,Red.,1854
2496,2378081,Why is a person holding ski poles?,To ski.,2372
2497,2378081,What is on the ground?,White snow.,2557
2498,2374895,WHere's the fence?,Along the trees.,401
2499,2365090,What is he doing?,Playing.,1798
2500,2392162,What is this a picture of?,A plant in a planter.,253
2501,2333500,When was this picture taken?,Night time.,1435
2502,2320169,What kind of animal?,Zebra.,2618
2503,2337673,What is pictured?,Motorcycles.,1389
2504,2319454,What is blue?,Person's shirt.,1762
2505,2389022,What is the stool made of?,Wooden.,2596
2506,2393015,When is this?,Daytime.,800
2507,2395573,How many people are in the picture?,One.,1687
2508,2372323,Where is the white mold?,On bread.,1526
2509,2405604,What are the people doing?,Skateboarding.,1947
2510,2324363,What animal is depicted in the photo?,A cow.,130
2511,2359134,What are the people doing?,Skateboarding.,1947
2512,2343526,What sport is the person doing?,Surfing.,2062
2513,2372323,What is inside the sandwich?,"Dark, red meat.",796
2514,2329989,What are in the harbor?,Boats.,626
2515,2395721,Who can be seen clapping?,The man in the tan coat.,2197
2516,2371442,Why is J-055 painted on the plane?,Plane model.,1783
2517,2406313,Who is riding the horse?,A person.,240
2518,2328159,Who will load?,People.,1753
2519,2345291,What color is the sky?,Gray.,993
2520,2315568,What item appears to the most left of the image?,Cup.,781
2521,2389629,Why is the man wearing helmet?,To ride bike.,2360
2522,2389629,What does the man have on hands?,Gloves.,975
2523,2315568,What position are the person's legs in?,Crossed.,772
2524,2375283,How is the weather that day?,Warm.,2500
2525,2381570,When was this?,Daytime.,800
2526,2315568,What piece of technology is fourth from the right in the image?,Laptop.,1277
2527,2375283,Where are the white lines?,On the court.,1583
2528,2370738,What are they standing by?,A sidewalk.,287
2529,2365439,Why is there smoke?,Smoke bombs are let off.,1966
2530,2331152,Where is this picture taken?,At a bedroom.,444
2531,2323563,When was the photo taken?,Daytime.,800
2532,2368860,What kind of baseball is used?,"A white, regulation baseball.",352
2533,2404303,What is in the middle of the tower?,Bathtub.,511
2534,2376604,What is the animal shown?,A bear.,78
2535,2319454,Who is holding a stuffed animal?,A person.,240
2536,2389022,What is the stool made of?,Wood.,2593
2537,2405604,How many total feet are not on a skateboard?,Two.,2446
2538,2345556,How many snowboards is the man holding?,One.,1687
2539,2387790,What is on the baseball field?,The dirt.,2163
2540,2316244,When was the photo taken?,Day time.,798
2541,2316244,How many boats are there?,Dozens.,826
2542,2380269,What is the man wearing?,Swim trunks.,2065
2543,2380140,What color is the field before the train?,Green.,1009
2544,2343921,What color is the bear's shirt?,Blue.,621
2545,2368497,What color are the leaves on the trees?,Green.,1009
2546,2406313,What kind of pants is rider wearing?,Blue jeans.,616
2547,2349832,When was this photo taken?,In the daytime.,1146
2548,2364146,Where are the poles mounted?,Brick wall.,638
2549,2372099,Who is standing by the crowd?,A police officer.,257
2550,2319557,What color is the snow?,White.,2563
2551,2319557,What is the child wearing on her head?,Helmet.,1042
2552,2369421,What's on the side of the motorcycle?,Saddlebag.,1896
2553,2369421,What condition are these Motorcycles in?,Very Good Condition.,2484
2554,2376792,What color is the skateboarders shirt?,White.,2563
2555,2331152,How many beds are there?,One.,1687
2556,2331959,What is the dirt?,Sand.,1901
2557,2378012,What are the cars doing?,Stopped.,2021
2558,2393878,What is the boy holding in the yellow shirt?,A skateboard.,290
2559,2360552,Where is the kitten?,Walking on the laptop.,2493
2560,2412257,Where is the snowboarder?,In the air.,1135
2561,2358413,Who is standing in front of the house?,Nobody.,1455
2562,2358413,Where is the clock?,On the tower.,1649
2563,2319454,Where is a teddy bear?,In a person's arms.,1088
2564,2390215,What is two toned?,A green house is.,172
2565,2339787,What is blue?,Sky.,1956
2566,2339787,What color are the clouds?,White.,2563
2567,2324363,Where is the yellow bag?,On the ground leaning against the stack of tires.,1594
2568,2380140,What color is the roof of the building in the distance?,Red.,1854
2569,2371442,What is the jet doing?,Flying.,914
2570,2370738,What is behind them?,A house.,187
2571,2324817,What color is the sign?,Green.,1009
2572,2328159,How many planes?,1,7
2573,2374644,Who is wearing a shirt?,A man.,214
2574,2412286,Where is the port yard?,In the distance.,1147
2575,2406313,When was the photo taken?,Daytime.,800
2576,2315568,What material is the person sitting on?,Wood.,2593
2577,2340163,What color are the flowers?,Blue.,621
2578,2392669,What is behind the toilet?,A metal bar.,219
2579,2376792,What is in the ground?,Crowd.,775
2580,2412597,What is in the background?,Fence.,891
2581,2367456,What is causing the shadow on the road?,Runner.,1886
2582,2323563,What is the name of the event?,Ciclavia.,723
2583,2397995,What is painted in this photo?,An old truck.,416
2584,2387257,What color are the trees?,Green.,1009
2585,2318499,What is the color of the luggage?,Brown.,655
2586,2319759,What is the woman doing?,Talking on the phone.,2080
2587,2388340,What is the brown liquid?,Gravy.,990
2588,2358413,What is in a row?,Green hedges.,1001
2589,2333500,What is in the picture?,A clock tower.,125
2590,2337673,Where are they located?,Outside of a church.,1706
2591,2402013,Who is driving the train?,A man.,214
2592,2405604,Where are the cars?,Behind the fence.,540
2593,2405604,What color is the shirt of the guy in the air?,Black.,603
2594,2357967,Where is this taking place?,Near tracks.,1413
2595,2387790,What is on the man's head?,Helmet.,1042
2596,2400445,What spans across the background of the picture?,A large white tent.,199
2597,2380269,What color is the water?,Blue and white.,612
2598,2380140,What is the vehicle in the photo?,Train.,2417
2599,2329989,When was this?,Daytime.,800
2600,2329989,What type of scene is this?,Outdoor.,1702
2601,2371442,What does the jet have?,Wings.,2573
2602,2389629,What kind of top the man is wearing?,Black tee shirt.,599
2603,2381570,What else is present?,Houses.,1063
2604,2381570,Where was this photo taken?,Ski lodge.,1952
2605,2345291,When was this taken?,Daytime.,800
2606,2349832,What color is towel hook?,Silver.,1937
2607,2364146,What is the building made of?,Brick.,639
2608,2374644,What is in the front yard?,A tree is in the front yard.,333
2609,2392669,Where is the graffiti?,On the garbage can.,1590
2610,2392818,What is in the grass?,Shadows.,1914
2611,2392818,Where does the scene take place?,At a park.,446
2612,2392818,Where is the bench in the field?,In the middle.,1161
2613,2363132,What is on the ground in the woods?,A broken plane.,100
2614,2376792,What are the people watching?,Skater.,1949
2615,2367456,What does the rectangular red and white sign read?,REQUIRED BY LAW.,1824
2616,2397995,How are the trees?,Leafy.,1290
2617,2393878,How many people can be seen?,Eight.,858
2618,2393878,Where is the boy in the black hat?,In front of the boy in the yellow shirt.,1109
2619,2376604,Where is the animal standing?,In brush.,1103
2620,2370908,What moving object is on the tracks?,A train.,330
2621,107966,Where is the tv sitting?,On counter.,1529
2622,2389022,What is the barrel made of?,Wood.,2593
2623,2372323,Where are the letters?,Bag.,491
2624,2339787,Where are clouds?,In the sky.,1174
2625,2380269,Where is the man surfing?,Ocean.,1469
2626,2343526,What color is the surfboard?,Yellow.,2612
2627,2343526,What color wetsuit is the surfer wearing?,Black.,603
2628,2368497,Where are the cars in the picture?,Parked along the curb.,1731
2629,2328159,Where is the place?,On the ground.,1595
2630,2327263,Who is in the pic?,A girl.,165
2631,2327263,What is written on the sign?,Fronuts open 7am-6pm.,953
2632,2349832,What color is the bathroom?,White.,2563
2633,2364146,What color is the sign?,White and black.,2538
2634,2332160,How many bears?,One.,1687
2635,2348000,How stickers are on laptop?,3,28
2636,2412286,Where is the seagull?,Flying over the water.,913
2637,2376792,Where is the fence?,In front of the people.,1116
2638,2329748,How many lamps are there?,One.,1687
2639,2329748,What color is her sofa?,Beige.,563
2640,2412597,What is the fire hydrant made of?,Metal.,1375
2641,2412597,Where are the chairs?,On the right.,1625
2642,2367456,What is the weather like?,Clear and sunny.,734
2643,2323563,What color is the sky?,Light Blue.,1311
2644,2400273,Who is wearing a purple and green jacket?,Woman on left.,2585
2645,2400273,What are the skiers wearing?,Jackets.,1246
2646,2358810,What shades are in the material?,"Blue , red, yellow, light blue.",608
2647,2358810,What is the woman wearing?,A flowery blue tank top.,155
2648,2405411,How many people are playing?,1,7
2649,2368860,What is the dug out behind?,A fence.,151
2650,2345500,What color is the boat?,Orange.,1698
2651,2378081,What is the man holding in hands?,Ski poles.,1953
2652,2376604,Where are green leaves?,Behind the bear.,531
2653,2370908,Who is in the picture?,A man.,214
2654,2320169,Where are the zebras?,In the jungle.,1157
2655,2407231,How many animals are pictured?,One.,1687
2656,2359134,What person is falling?,The person in black.,2220
2657,2372323,Where is the bread?,Bag.,491
2658,2316244,Where was the photo taken?,Water.,2514
2659,2400445,When will the rider get off of the horse?,When the race is over.,2533
2660,2343526,What is the color of the tops of the waves?,White.,2563
2661,2343921,What color is the logo of the sports team?,Orange.,1698
2662,2368497,What color is the sidewalk?,Grey.,1015
2663,2336865,How many white horses do you see?,One.,1687
2664,2389629,Where is the man looking at?,To his phone.,2344
2665,2340548,What color is the sauce?,Red.,1854
2666,2415381,What is the man's head on?,A blanket.,91
2667,2345291,How is the water?,Choppy.,720
2668,2365439,Why are the police officers holding shields and letting off smoke bombs?,A riot.,268
2669,2348000,Where do you see a chair?,Outside on porch.,1709
2670,2331152,What is hanging from the top of the bed?,A canopy.,108
2671,2400273,What is on the ground?,Snow.,1970
2672,2331959,Where is the picture taken?,On a beach.,1483
2673,2387257,What color is the faucet?,Silver.,1937
2674,2370911,Where is the picture taken?,A train depot.,328
2675,2358413,How is the weather?,Clear.,736
2676,2320169,What color are they?,Black and white.,592
2677,2392162,What is the pot resting on?,A pedestal.,237
2678,2389022,What is visible?,A wooden stool.,359
2679,2402013,What is the number of the platform?,One.,1687
2680,2390215,What is two story?,A green house is.,172
2681,2405604,What kind of pants are the boys wearing?,Jeans.,1249
2682,2359134,Where is the image taken?,Ramp.,1834
2683,2316244,What color is the water?,Green.,1009
2684,2380140,How many boxcars are between the front and the red ones?,2,21
2685,2324817,What color is the parked car?,White.,2563
2686,2395721,What is the steam color?,White.,2563
2687,2336865,Where was the picture taken?,Ranch.,1835
2688,2340548,What is the temperature of the pizza based on the cheese?,Warm or hot.,2499
2689,2364146,How many pipes are there?,Two.,2446
2690,2332160,Why he standing?,To eat.,2339
2691,2357496,What is this a photo of?,"Suitcase, clothes and shoes.",2046
2692,2392669,What is on the trash can?,Graffiti.,983
2693,2392669,What is in between the tiles on the floor?,Grout.,1018
2694,2369578,When was the picture taken?,During the day.,846
2695,2364115,What is the baseball wearing on top?,A shirt.,284
2696,2404303,What is above the statues?,A bathtub.,76
2697,2370911,What is the door's color?,Silver.,1937
2698,2378081,What is green?,A jacket.,189
2699,2412257,What is in the background of this photo?,Trees.,2425
2700,2348926,Where are the people at?,Horse race.,1055
2701,107966,What color is the tile floor?,White.,2563
2702,2319454,What is brown?,Teddy bear.,2089
2703,2371442,What does the jet have on it's tail?,A Tiger.,60
2704,2368497,How is the sky's condiition?,Blue.,621
2705,2324817,What is the name of the street in the photo?,Apache Boulevard.,429
2706,2395721,What color is the train?,Green and black.,996
2707,2336865,What color is the sky?,Blue.,621
2708,2408685,What color is the water?,Blue.,621
2709,2327263,What is she holding?,A fronut.,161
2710,2406313,What shape is on the silks?,Diamond.,802
2711,2349832,Where is the towel hanging?,On a wall.,1520
2712,2370738,What is behind the tree on the left?,A car.,111
2713,2327489,When was this?,Daytime.,800
2714,2365439,What is on top of the tall silver pole on the right corner?,A street light.,300
2715,2348000,What is sitting on table?,Laptop.,1277
2716,2411404,Where is the electrical pole?,Behind the firemen.,541
2717,2334728,When was this picture taken?,Daytime.,800
2718,2319759,How many people are in the picture?,One.,1687
2719,2390215,Where was the picture taken?,On the street.,1645
2720,2393015,What is on the shelf?,Towel.,2409
2721,2393015,What room is pictured?,Bathroom.,510
2722,2387790,What color is the batter's helmet?,Blue.,621
2723,2387790,What is in the player's hand?,Bat.,509
2724,2399898,Where are the horses?,In a field.,1078
2725,2399898,What is in the background?,Trees.,2425
2726,2339787,When was the picture taken?,Daytime.,800
2727,2407212,How many people are shown?,1,7
2728,2407212,Where is the girl standing?,On the sidewalk.,1638
2729,2316244,What is in the water?,Boats.,626
2730,2380269,Where are his feet placed?,Surfboard.,2059
2731,2368497,What structure is next to the long viisble line of cars?,W wall.,2489
2732,2328159,What is it?,A plane.,252
2733,2408685,What is the person standing on?,Surfboard.,2059
2734,2381570,What are they doing?,Walking.,2494
2735,2340548,What is the main focus of the picture?,A pizza.,250
2736,2412941,How many doors are shown?,One.,1687
2737,2349089,What color is the sky?,Light blue.,1314
2738,2348000,What is on door behind computer on right?,Vertical blinds.,2483
2739,2343935,Who is wearing sunglasses?,Two people.,2441
2740,2343935,Where was the photo taken?,In the woods.,1184
2741,2374644,What is the handle bar being gripped by?,A hand.,177
2742,2374644,What kind of building is behind the boy?,A house.,187
2743,2343935,Who is holding a frisbee?,Woman on right.,2587
2744,2348000,Who is in the picture?,No one.,1449
2745,2349089,How many blue surfboards are there?,One.,1687
2746,2412286,What color is the water?,Bluish grey.,622
2747,2345500,When was the picture taken?,Daytime.,800
2748,2367456,Where is this located according to the top sign?,W & OD RAILROAD REGIONAL PARK.,2488
2749,2411404,Who is wearing a navy blue shirt?,A man.,214
2750,2405411,What does the sign on the wall say?,Westin Hotels & Resorts.,2520
2751,2334728,What color is the comforter?,Beige with print on it.,562
2752,2331959,Where are the horses walking?,On shore.,1555
2753,2387257,How are the cabinets made?,Of wood.,1475
2754,2334728,Where is this picture taken?,A bedroom.,80
2755,2393878,Where is the boy in the blue shirt?,On the other side of the ramp.,1609
2756,2334728,What color are the blinds?,White.,2563
2757,2393878,What is white and filling the sky?,Clouds.,746
2758,2378012,What is next to the street?,Trees.,2425
2759,2360552,Where is the silver keyboard?,Under the kitten.,2463
2760,2360552,Who gave birth to this kitten?,Mother cat.,1387
2761,2376604,What color is it?,Brown.,655
2762,2378081,What do the trees have on?,No leaves.,1446
2763,2365090,What sport is this?,Baseball.,507
2764,2318499,What is on the floor?,Ball.,494
2765,2388340,What is behind the barccoli?,Two cook sausages.,2436
2766,2319759,What is on the woman's lips?,Lipstick.,1326
2767,2412257,What is on the ground?,Snow.,1970
2768,2319759,What is the woman holding?,Cell phone.,698
2769,2358413,What is on the tower?,Clock.,741
2770,2388340,What is on the top of the meal?,Meat.,1368
2771,2348926,What color is the ground?,Green.,1009
2772,2392162,Where is the tree planted?,Pot.,1810
2773,107966,What is the color of the dishwasher?,White.,2563
2774,2392162,What is blue and white in the picture?,The pot.,2229
2775,2395573,What color is the water?,Blue.,621
2776,2389022,What is visible?,Wooden stool.,2594
2777,2395573,What is big in the ocean?,The waves.,2274
2778,2395573,What is under the surfboard?,Water.,2514
2779,2345556,What color is the sky in this picture?,Blue.,621
2780,2357967,How many trains are in the photo?,One.,1687
2781,2357967,How many train tracks are in the picture?,Two.,2446
2782,2400445,What is the horse doing?,Jumping.,1255
2783,2357967,When is this taking place?,Daytime.,800
2784,2380140,What color are the trees on the mountains?,Green.,1009
2785,2345556,Why is the man wearing a jacket?,It is cold.,1204
2786,2343921,Where was this photo taken?,Playground.,1791
2787,2393015,Where is the toilet paper?,Next to sink.,1423
2788,2395721,What are the tracks made of?,Metal.,1375
2789,2393015,What does the toilet look like?,Trash can.,2420
2790,2336865,How many horses are black and white?,Two.,2446
2791,2407212,What color is the girl's necklace?,Silver.,1937
2792,2408685,What is the man surfing on?,White board.,2547
2793,2343921,What is lying in the wood chips?,A teddy bear.,315
2794,2415381,What color is the man's shirt?,Gray.,993
2795,2324817,When was the photo taken?,During the day.,846
2796,2328159,What color is it?,Blue.,621
2797,2372099,What is the person on the motorcycle wearing?,Shirt and shorts.,1923
2798,2408685,What color is the man's wetsuit?,Red.,1854
2799,2327263,How many people are in the pic?,One.,1687
2800,2340548,How many pizzas are there?,One.,1687
2801,2345291,How many kites are there?,2,21
2802,2375283,What is she trying to hit?,A ball.,66
2803,2412286,What color is the water?,Blue.,621
2804,2392818,Why is the sky very bright?,The sun makes it bright.,2249
2805,2363132,What is the pattern on the plane part?,Stripes.,2039
2806,2331959,Where is the picture taken?,A beach.,77
2807,2404303,What is the statue of?,Two men.,2440
2808,2378012,How many stop lights?,2,21
2809,2370908,What is the number of holes on the side of the train?,Four holes.,939
2810,2365090,What is on the back of the baseball player jersey?,Number.,1465
2811,2365090,Who is shadow of?,Catcher.,695
2812,2412257,Who is in the air?,Person on snowboard.,1759
2813,2374895,Where's the hut?,Left.,1305
2814,2333500,How is the weather?,Clear.,736
2815,2337673,When was the photo taken?,Daylight hours.,799
2816,2407231,What is the elephant doing?,Walking.,2494
2817,2399898,What color is the grass?,Green.,1009
2818,2339787,Where are propellers?,On the plane.,1614
2819,2400445,What type of animal is pictured?,Brown jumping horse.,651
2820,2395721,How many trains are there?,One.,1687
2821,2389629,What is the man doing?,Standing next to a bike.,2004
2822,2381570,How is the photo?,Clear.,736
2823,2415381,What is the man holding?,A book.,95
2824,2415381,Where is the man?,In bed.,1099
2825,2406313,What geometric shape is on the horse blanket?,Diamond.,802
2826,2340163,How many animals are pictured?,One.,1687
2827,2331152,When will it get dark outside?,After the sun goes down.,385
2828,2400273,What eyewear are the women wearing?,Goggles.,977
2829,2345500,What can be seen in the background?,Mountains.,1391
2830,2334728,How many windows are in the room?,1,7
2831,2364115,What is the player holding?,A baseball glove.,72
2832,2370911,Who is walking on the station?,Some people.,1984
2833,2376604,How tall are the weeds?,Short.,1926
2834,2318499,What is the color of cat's eyes?,Green.,1009
2835,2388340,What is on the top of the plate?,Meat.,1368
2836,2412257,How many people are there?,One.,1687
2837,2348926,What is each horse in?,Lane.,1276
2838,2374895,What's holding the hut up?,Sticks.,2015
2839,2333500,How is the tower made?,Of stone.,1473
2840,2333500,Where was this picture taken?,A market place.,217
2841,2395573,What is the person doing?,Surfing the waves.,2061
2842,2399898,How many horses are in the image?,2,21
2843,2407212,What color are the woman's jeans?,White.,2563
2844,2400445,What color is the horse?,Brown and black.,646
2845,2329989,What color are the boats?,White.,2563
2846,2340548,Who is eating the pizza?,No one.,1449
2847,2349832,Why was this photo taken?,To show a bathroom.,2368
2848,2332160,What is black?,Bear.,517
2849,2332160,What is he eating?,Flowers.,909
2850,2319557,When was the picture taken?,Daytime.,800
2851,2343935,How many people are there?,Two.,2446
2852,2374644,What length are the sleeves on the shirt?,Short.,1926
2853,2319557,What is on the ground?,Snow.,1970
2854,2349089,What color is the water?,Blue.,621
2855,2363132,What is the large metal object?,Part of an airplane.,1737
2856,2331152,What color is the bedding?,White.,2563
2857,2412597,Where was the photo taken?,In a park area.,1085
2858,2323563,What are the people riding?,Bicycles.,580
2859,2411404,What is white in color?,Fire hydrant.,895
2860,2387257,When was this picture taken?,Daytime.,800
2861,2318499,Where is this picture taken?,In a living room.,1084
2862,2348926,What are the horses doing?,Racing.,1826
2863,2348926,How many horses are there?,Eight.,858
2864,2374895,How many giraffes are in the picture?,One.,1687
2865,107966,Where is the light source in the building?,On the ceiling.,1578
2866,2319454,How many people are holding a teddy?,One.,1687
2867,2337673,What color is the church?,Blue.,621
2868,2402013,Where is the train?,In the platform.,1168
2869,2390215,What is on the man's face?,The beard and mustache.,2122
2870,2407231,What has a trunk?,Elephant.,863
2871,2372323,Where is the ham?,Between the bread.,575
2872,2324363,Who is wearing sunglasses?,The woman on the motorcycle.,2287
2873,2324363,What color is the street?,Grey and brown.,1011
2874,2324363,Where is the motorcycle?,In the foreground on the left.,1149
2875,2343921,How many teddy bears can be seen in the photo?,One.,1687
2876,2371442,What color is the tiger?,Orange and black.,1693
2877,2336865,What is the fence made of?,Barbed wire.,501
2878,2408685,What is the man surfing on?,Powerful waves.,1814
2879,2415381,What color is most the book?,Black.,603
2880,2412941,How many sets of doors are in the picture?,1,7
2881,2315568,What color is the large spoon over the sword?,Black.,603
2882,2369421,What part of the black bike holds up the bike?,The kickstand.,2186
2883,2369421,What's behind the motorcycle?,Grass.,987
2884,2392669,What is behind the metal bar?,A wall.,340
2885,2412597,What is scattered all over the ground?,Brown leaves.,652
2886,2400273,What color is the right skier's pants?,Purple and red.,1819
2887,2358810,Where is the cat looking?,Towards monitor.,2408
2888,2405411,Why is the man holding the racket?,To hit the ball.,2345
2889,2405411,What is the audience doing?,Watching the tennis match.,2507
2890,2331959,Who is riding the horses?,People.,1753
2891,2387257,What color is the sink?,Black.,603
2892,2318499,What is in the luggage?,Cat.,694
2893,2370908,What is under the train?,Tracks.,2413
2894,2365090,What color is the grass?,Green.,1009
2895,2320169,What is green?,Grass.,987
2896,2374895,Where is the giraffe walking?,Away from the hut.,481
2897,107966,Where are the vases and pitchers?,Above the closed cabinets.,370
2898,2407231,How many flags are there?,One.,1687
2899,2407231,Who has four legs?,The elephant.,2169
2900,2399898,What is the weather conditions?,Overcast.,1716
2901,2407212,Where is the phone?,Left hand.,1297
2902,2380269,What color is the sky?,Blue.,621
2903,2343526,Where are all of the buildings?,Behind the beach.,530
2904,2329989,Who is in the photo?,No one.,1449
2905,2327263,Where was picture taken?,A city street.,122
2906,2412941,What color is the writing on the side of the train?,White.,2563
2907,2345291,Why are the people standing on the beach?,Flying kites.,912
2908,2332160,When was the picture taken?,Daytime.,800
2909,2365296,What is the boy flying the kite standing on?,Sand.,1901
2910,2353509,What is on the table?,A cup.,133
2911,2408450,Where was this photo taken?,At a train station.,455
2912,2335715,What color are the goats?,Black.,603
